year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,school_status,lowest_grade_offered,highest_grade_offered,elem_cedp,middle_cedp,high_cedp,enrollment,bureau_indian_education,title_i_eligible,title_i_schoolwide,magnet,shared_time,virtual,lunch_program,teachers_fte,title_i_status,enrollment_crdc,psenrollment_crdc,free_lunch,reduced_price_lunch,free_or_reduced_price_lunch,direct_certification,students_chronically_absent,enrl_IB,enrl_gifted_talented,enrl_AP,enrl_AP_science,enrl_AP_math,enrl_AP_other,students_AP_exam_none,students_AP_exam_oneormore,students_AP_pass_none,students_AP_pass_oneormore,read_test_num_valid,read_test_pct_prof_midpt,math_test_num_valid,math_test_pct_prof_midpt,allegations_harass_sex,allegations_harass_race,allegations_harass_disability,allegations_harass_orientation,allegations_harass_religion,students_disc_harass_dis,students_disc_harass_race,students_disc_harass_sex,students_report_harass_dis,students_report_harass_race,students_report_harass_sex,psychologists_fte,social_workers_fte,counselors_fte
mixed - most recent,"110009500485","Democracy Prep Congress Heights PCS","DC","Democracy Prep Congress Heights PCS","Missing/not reported","Regular school","Yes","Closed","Pre-K","6","Yes","No","Yes","627","No","","","","","","","","","658","143","","","","","328","","","","","","","","","","","344","11","345","14","0","0","0","0","0","0","0","0","0","0","0","0.000","2.000","0.000"
mixed - most recent,"110010900521","Digital Pioneers Academy PCS","DC","Digital Pioneers Academy PCS","Middle","Regular school","Yes","Open","6","7","No","Yes","No","243","","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","21","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","","","","","","152","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"110009700492","District of Columbia International School","DC","District of Columbia International School","High","Regular school","Yes","Open","6","12","No","Yes","Yes","1264","No","Yes","Yes","Not applicable","Missing/not reported","No","No","110","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","810","Not applicable","","","","153","87","","","","","","","","","","","658","55","661","38","Missing/not reported","Missing/not reported","Missing/not reported","Missing/not reported","Missing/not reported","0","0","0","0","0","0","2.000","4.000","4.000"
mixed - most recent,"110003000504","Dorothy I. Height ES","DC","District of Columbia Public Schools","Primary","Regular school","Yes","Open","Pre-K","5","Yes","No","No","476","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","48","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","479","144","","","","202","122","","","","","","","","","","","147","42","147","32","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","1.000"
mixed - most recent,"110003000097","Drew ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","234","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","21","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","272","45","","","","155","88","","","","","","","","","","","126","12","126","17","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","0.000","0.000"
mixed - most recent,"110003000016","Duke Ellington School of the Arts","DC","District of Columbia Public Schools","High","Regular school","No","Open","9","12","No","No","Yes","558","No","No","No","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","4","School is not eligible for either Title I Targeted Assistance or Schoolwide program","566","Not applicable","","","","93","230","","","271","20","19","266","14","257","121","42","157","47","140","17","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","2.000"
mixed - most recent,"110003000079","Dunbar HS","DC","District of Columbia Public Schools","High","Regular school","No","Open","9","12","No","No","Yes","648","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","51","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","616","Not applicable","","","","341","603","","","184","47","9","177","83","100","50","","123","7.5","144","2.5","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","2.000","1.000"
mixed - most recent,"110004300472","E.L. Haynes PCS - ES","DC","E.L. Haynes PCS","Primary","Regular school","Yes","Open","Pre-K","4","Yes","No","No","348","No","Yes","Yes","Not applicable","Missing/not reported","No","No","28","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","348","90","","","","106","47","","","","","","","","","","","100","37","100","42","0","0","0","0","0","0","0","0","0","0","0","0.000","1.000","0.000"
mixed - most recent,"110004300433","E.L. Haynes PCS - HS","DC","E.L. Haynes PCS","High","Regular school","Yes","Open","9","12","No","No","Yes","436","No","Yes","Yes","Not applicable","Missing/not reported","No","No","40","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","430","Not applicable","","","","148","157","","","114","23","25","95","9","105","94","","99","7.5","105","7.5","0","0","0","0","0","0","0","0","0","0","0","1.000","3.000","3.000"
mixed - most recent,"110004300274","E.L. Haynes PCS - MS","DC","E.L. Haynes PCS","Middle","Regular school","Yes","Open","5","8","No","Yes","No","352","No","Yes","Yes","Not applicable","Missing/not reported","No","No","28","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","352","Not applicable","","","","121","90","","","","","","","","","","","345","33","345","24","0","0","0","0","0","0","0","0","0","0","0","0.000","2.000","0.000"
mixed - most recent,"110004900278","Eagle Academy PCS - Congress Heights","DC","Eagle Academy PCS","Primary","Regular school","Yes","Open","Pre-K","3","Yes","No","No","665","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","50","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","770","430","","","","448","22","","","","","","","","","","","90","12","90","12","0","0","0","0","0","0","0","0","0","0","0","0.660","0.660","0.000"
mixed - most recent,"110004900434","Eagle Academy PCS - Fairlawn","DC","Eagle Academy PCS","Primary","Regular school","Yes","Open","Pre-K","3","Yes","No","No","170","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","13","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","167","113","","","","80","2","","","","","","","","","","","15","24.5","15","24.5","0","0","0","0","0","0","0","0","0","0","0","0.330","0.330","0.000"
mixed - most recent,"110005700431","Early Childhood Academy PCS","DC","Early Childhood Academy PCS","Primary","Regular school","Yes","Open","Pre-K","3","Yes","No","No","285","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","16","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","243","61","","","","200","43","","","","","","","","","","","26","30","26","30","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000"
mixed - most recent,"110003000078","Eastern HS","DC","District of Columbia Public Schools","High","Regular school","No","Open","9","12","No","No","Yes","792","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","63","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","767","Not applicable","","","","422","772","36","","130","69","","97","19","115","98","4","200","17","177","2.5","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","4.000","3.000"
mixed - most recent,"110003000096","Eaton ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","467","No","No","No","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","32","School is not eligible for either Title I Targeted Assistance or Schoolwide program","476","36","","","","29","19","","","","","","","","","","","216","69","216","75","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","0.000","1.000","0.000"
mixed - most recent,"110003000151","Eliot-Hine MS","DC","District of Columbia Public Schools","Middle","Regular school","No","Open","6","8","No","Yes","No","262","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","25","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","203","Not applicable","","","","138","75","","","","","","","","","","","190","17","186","7.5","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","2.000","1.000"
mixed - most recent,"110000900223","Elsie Whitlow Stokes Community Freedom PCS - Brookland","DC","Elsie Whitlow Stokes Community Freedom PCS","Primary","Regular school","Yes","Open","Pre-K","5","Yes","No","No","355","No","Yes","Yes","Not applicable","Missing/not reported","No","No","36","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","351","68","","","","29","40","","","","","","","","","","","140","42","140","37","0","2","2","0","0","2","2","0","2","2","0","1.000","0.000","0.000"
mixed - most recent,"110000900520","Elsie Whitlow Stokes Community Freedom PCS - East End","DC","Elsie Whitlow Stokes Community Freedom PCS","Primary","Regular school","Yes","Open","Pre-K","1","Yes","No","No","183","","Yes","Yes","Not applicable","Missing/not reported","No","No","19","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","","","","","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"110003000519","Excel Academy","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","8","Yes","Yes","No","449","","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","36","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","","","","","","342","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"110000800497","Friendship PCS - Armstrong Elementary","DC","Friendship PCS","Primary","Regular school","Yes","Open","Pre-K","3","Yes","No","No","329","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","24","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","395","117","","","","187","152","","","","","","","","","","","117","17","117","27","0","0","0","0","0","0","0","0","0","0","0","1.000","1.000","1.000"
mixed - most recent,"110000800526","Friendship PCS - Armstrong Middle","DC","Friendship PCS","Middle","Regular school","Yes","New","4","8","Yes","Yes","No","171","","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","15","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","","","","","","92","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"110000800479","Friendship PCS - Blow Pierce ES","DC","Friendship PCS","Primary","Regular school","Yes","Open","Pre-K","3","Yes","No","No","360","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","25","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","387","136","","","","250","153","","","","","","","","","","","51","15","51","24.5","0","0","0","0","0","0","0","0","0","0","0","0.500","0.500","1.000"
mixed - most recent,"110000800478","Friendship PCS - Blow Pierce MS","DC","Friendship PCS","Middle","Regular school","Yes","Open","4","8","Yes","Yes","No","245","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","21","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","242","Not applicable","","","","159","63","","","","","","","","","","","226","27","226","20","0","0","0","0","0","0","0","0","0","0","0","0.500","0.500","1.000"
mixed - most recent,"110000800480","Friendship PCS - Chamberlain ES","DC","Friendship PCS","Primary","Regular school","Yes","Open","Pre-K","3","Yes","No","No","374","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","27","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","378","110","","","","221","82","","","","","","","","","","","64","27","64","37","0","0","0","0","0","0","0","0","0","0","0","0.500","0.500","1.000"
mixed - most recent,"110000800483","Friendship PCS - Chamberlain MS","DC","Friendship PCS","Middle","Regular school","Yes","Open","4","8","Yes","Yes","No","305","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","19","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","323","Not applicable","","","","152","55","","","","","","","","","","","319","34","321","33","0","0","0","0","0","0","0","0","0","0","0","0.500","0.500","1.000"
mixed - most recent,"110000800338","Friendship PCS - Collegiate Academy","DC","Friendship PCS","High","Regular school","Yes","Open","9","12","No","No","Yes","508","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","46","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","684","Not applicable","","","","241","262","","","214","","","210","66","144","185","20","122","7.5","123","2.5","0","0","0","0","0","0","0","0","0","0","0","1.000","2.000","4.000"
mixed - most recent,"110000800530","Friendship PCS - Ideal Elementary","DC","Friendship PCS","Primary","Regular school","Yes","New","Pre-K","3","Yes","No","No","99","","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","8","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","","","","","","64","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"110000800528","Friendship PCS - Ideal MS","DC","Friendship PCS","Middle","Regular school","Yes","New","4","8","Yes","Yes","No","98","","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","10","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","","","","","","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"110000800495","Friendship PCS - Online","DC","Friendship PCS","Primary","Regular school","Yes","Open","Kindergarten","8","Yes","Yes","No","196","No","Yes","Yes","Not applicable","Missing/not reported","Yes","No","8","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","180","Not applicable","","","","","0","","","","","","","","","","","117","47","117","27","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000"
mixed - most recent,"110000800382","Friendship PCS - Southeast ES","DC","Friendship PCS","Primary","Regular school","Yes","Open","Pre-K","3","Yes","No","No","393","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","25","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","560","137","","","","295","178","","","","","","","","","","","191","17","190","17","0","0","0","0","0","0","0","0","0","0","0","1.000","1.000","1.000"
mixed - most recent,"110000800515","Friendship PCS - Southeast MS","DC","Friendship PCS","Middle","Regular school","Yes","Open","4","7","Yes","Yes","No","246","","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","17","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","","","","","","158","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"110000800496","Friendship PCS - Technology Preparatory HS","DC","Friendship PCS","High","Regular school","Yes","Open","9","12","Yes","No","Yes","278","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","30","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","253","Not applicable","","","","141","88","","","80","","","79","55","25","53","","59","34.5","59","15","0","0","0","0","0","0","0","0","0","0","0","0.500","0.500","2.000"
mixed - most recent,"110000800422","Friendship PCS - Technology Preparatory MS","DC","Friendship PCS","Middle","Regular school","Yes","Open","8","8","No","Yes","Yes","65","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","4","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","255","Not applicable","","","","40","90","","","","","","","","","","","236","16","233","9","0","0","0","0","0","0","0","0","0","0","0","0.500","0.500","1.000"
mixed - most recent,"110000800482","Friendship PCS - Woodridge ES","DC","Friendship PCS","Primary","Regular school","Yes","Open","Pre-K","3","Yes","No","No","304","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","19","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","297","102","","","","126","72","","","","","","","","","","","44","34.5","45","24.5","0","0","0","0","0","0","0","0","0","0","0","0.500","0.500","1.000"
mixed - most recent,"110000800481","Friendship PCS - Woodridge MS","DC","Friendship PCS","Middle","Regular school","Yes","Open","4","8","Yes","Yes","No","222","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","23","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","218","Not applicable","","","","68","42","","","","","","","","","","","210","32","210","38","0","0","0","0","0","0","0","0","0","0","0","0.500","0.500","1.000"
mixed - most recent,"110003000165","Garfield ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","288","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","23","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","301","56","","","","229","87","","","","","","","","","","","125","12","125","17","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
mixed - most recent,"110003000171","Garrison ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","291","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","28","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","250","81","","","","95","76","","","","","","","","","","","81","17","81","27","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
mixed - most recent,"110010500508","Goodwill Excel Center PCS","DC","Goodwill Excel Center PCS","High","Regular school","Yes","Open","9","12","Yes","No","Yes","378","No","No","No","Not applicable","Missing/not reported","No","No","16","School is not eligible for either Title I Targeted Assistance or Schoolwide program","","","","","","304","","","","","","","","","","","","1","Suppressed data","5","Suppressed data","","","","","","","","","","","","","",""
mixed - most recent,"110003000100","H.D. Cooke ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","407","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","37","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","404","87","","","","148","88","","","","","","","","","","","139","27","140","52","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","2.000","1.000"
mixed - most recent,"110003000055","H.D. Woodson HS","DC","District of Columbia Public Schools","High","Regular school","No","Open","9","12","No","No","Yes","468","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","43","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","487","Not applicable","","","","264","574","","","129","4","22","90","11","118","158","","127","12","122","2.5","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","4.000","3.000"
mixed - most recent,"110003000186","Hardy MS","DC","District of Columbia Public Schools","Middle","Regular school","No","Open","6","8","No","Yes","No","474","No","Yes","","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","37","School is eligible for Title I Targeted Assistance (TAS) and provides TAS program","392","Not applicable","","","","63","77","","","","","","","","","","","379","57","378","42","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","1.000"
mixed - most recent,"110009600491","Harmony DC PCS - School of Excellence","DC","Harmony DC PCS","Primary","Regular school","Yes","Open","Kindergarten","5","Yes","No","No","118","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","13","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","96","Not applicable","","","","73","10","","","","","","","","","","","49","24.5","49","34.5","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000"
mixed - most recent,"110003000135","Hart MS","DC","District of Columbia Public Schools","Middle","Regular school","No","Open","6","8","No","Yes","No","428","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","28","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","337","Not applicable","","","","340","144","","","","","","","","","","","335","7","337","4","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","4.000","2.000"
mixed - most recent,"110003000183","Hearst ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","340","No","No","No","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","29","School is not eligible for either Title I Targeted Assistance or Schoolwide program","312","46","","","","17","43","","","","","","","","","","","114","57","114","62","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
mixed - most recent,"110003000182","Hendley ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","357","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","25","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","379","57","","","","320","153","","","","","","","","","","","181","7.5","181","7.5","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","2.000","0.000"
mixed - most recent,"110005100301","Hope Community PCS - Lamond","DC","Hope Community PCS","Primary","Regular school","Yes","Open","Pre-K","5","Yes","No","No","234","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","18","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","288","99","","","","105","33","","","","","","","","","","","75","37","75","37","0","0","0","0","0","0","0","0","0","0","0","1.000","1.000","1.000"
mixed - most recent,"110005100386","Hope Community PCS - Tolson","DC","Hope Community PCS","Primary","Regular school","Yes","Open","Pre-K","8","Yes","Yes","No","475","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","28","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","382","118","","","","279","0","","","","","","","","","","","240","21","240","15","0","0","0","0","0","0","0","0","0","0","0","1.000","1.000","2.000"
mixed - most recent,"110003000181","Houston ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","274","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","27","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","269","69","","","","181","111","","","","","","","","","","","99","12","99","12","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
mixed - most recent,"110005800308","Howard University MS of Mathematics and Science PCS","DC","Howard University Middle School of Math and Science PCS","Middle","Regular school","Yes","Open","6","8","No","Yes","No","291","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","28","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","287","Not applicable","","","","140","19","","","","","","","","","","","264","27","264","19","2","0","0","0","0","0","0","2","0","0","2","0.000","1.000","3.000"
mixed - most recent,"110003000180","Hyde-Addison ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","376","No","No","No","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","27","School is not eligible for either Title I Targeted Assistance or Schoolwide program","320","59","","","","37","38","","","","","","","","","","","95","67","96","72","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
mixed - most recent,"110003000524","Ida B. Wells MS","DC","District of Columbia Public Schools","Middle","Regular school","No","New","6","6","No","Yes","No","186","","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","18","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","","","","","","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"110001300227","IDEA PCS","DC","IDEA PCS","High","Regular school","Yes","Open","9","12","No","No","Yes","289","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","31","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","305","Not applicable","","","","171","128","","","","","","","2","10","7","","61","12","71","12","0","0","0","0","0","0","0","0","0","0","0","0.000","1.000","3.000"
mixed - most recent,"110001200401","Ideal Academy PCS","DC","Ideal Academy PCS","Missing/not reported","Regular school","Yes","Closed","Pre-K","8","Yes","Yes","Yes","296","No","","","","","","","","","279","126","","","","","0","","","","","","","","","","","134","7.5","134","7.5","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000"
mixed - most recent,"110009000460","Ingenuity Prep PCS","DC","Ingenuity Prep PCS","Primary","Regular school","Yes","Open","Pre-K","6","Yes","No","No","637","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","72","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","499","150","","","","389","76","","","","","","","","","","","132","37","132","32","1","0","0","1","0","0","0","0","0","0","1","1.000","1.000","0.000"
mixed - most recent,"110008000437","Inspired Teaching Demonstration PCS","DC","Inspired Teaching Demonstration PCS","Primary","Regular school","Yes","Open","Pre-K","8","Yes","Yes","No","492","No","No","No","Not applicable","Missing/not reported","No","No","35","School is not eligible for either Title I Targeted Assistance or Schoolwide program","448","87","","","","71","54","","","","","","","","","","","205","58","205","46","5","0","0","0","0","0","0","3","0","0","4","1.000","0.400","0.000"
mixed - most recent,"110003000062","J.O. Wilson ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","467","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","42","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","509","109","","","","236","120","","","","","","","","","","","189","32","189","27","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
mixed - most recent,"110003000179","Janney ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","752","No","No","No","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","53","School is not eligible for either Title I Targeted Assistance or Schoolwide program","737","60","","","","7","33","","","","","","","","","","","334","79","334","81","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
mixed - most recent,"110003000453","Jefferson MS Academy","DC","District of Columbia Public Schools","Middle","Regular school","No","Open","6","8","No","Yes","No","353","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","27","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","314","Not applicable","","","","182","125","","","","","","","","","","","301","31","306","17","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","2.000","1.000"
mixed - most recent,"110003000144","Johnson MS","DC","District of Columbia Public Schools","Middle","Regular school","No","Open","6","8","No","Yes","No","337","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","22","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","254","Not applicable","","","","266","54","","","","","","","","","","","262","13","258","5","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","2.000","1.000"
mixed - most recent,"110003000272","Kelly Miller MS","DC","District of Columbia Public Schools","Middle","Regular school","No","Open","6","8","No","Yes","No","538","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","40","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","387","Not applicable","","","","369","278","","","","","","","","","","","418","17","417","7","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","3.000","0.000"
mixed - most recent,"110003000176","Ketcham ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","326","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","24","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","310","71","","","","263","166","","","","","","","","","","","121","22","121","42","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
